Power,Peak Frequency (MHz),Bandwidth (kHz),Noise Floor,Spectral Centroid (MHz),Entropy,Peak Amplitude,RMS,Crest Factor,Zero Crossings,Kurtosis,Skewness,FFT Peaks,SNR (dB),Harmonic Energy
2.230762327605226,0.10791015625,0.0,64.13983339858704,0.49735654524996936,11.71953309737678,8.725993948228934,1.4935736766578427,5.842359225123179,705,5.877134391737089,-0.15236753628119692,2,29.50632458826186,37425981.41489564
